DOI,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization 
10.1002-14651858.CD001552.pub2,9,2,11,13,51,17
10.1002-14651858.CD004584.pub2,7,2,13,11,34,5
10.1002-14651858.CD003822.pub2,9,0,13,10,58,12
10.1002-14651858.CD003823.pub2,10,0,13,7,57,9
10.1002-14651858.CD005568.pub2,6,1,10,5,37,16
10.1002-14651858.CD005569.pub2,10,0,13,4,29,8
10.1002-14651858.CD007065.pub2,9,1,10,8,41,12
10.1002-14651858.CD004912.pub3,8,2,13,5,34,14
10.1002-14651858.CD006163.pub2,6,1,21,11,45,30
10.1002-14651858.CD006501.pub2,15,2,31,6,41,16
10.1002-14651858.CD006412.pub2,8,0,22,9,43,12
10.1002-14651858.CD005242.pub2,12,0,26,13,50,20
10.1002-14651858.CD007408,40,2,33,17,69,20
10.1002-14651858.CD007142.pub2,18,0,21,5,43,32
10.1002-14651858.CD007156.pub2,15,1,21,5,53,13
10.1002-14651858.CD005644.pub2,19,3,28,13,73,18
10.1002-14651858.CD005471.pub2,14,1,23,2,61,20
10.1002-14651858.CD004602.pub2,18,3,19,8,88,11
10.1002-14651858.CD000448.pub3,13,0,19,4,49,9
10.1002-14651858.CD005078.pub2,3,1,9,4,24,19
10.1002-14651858.CD003135.pub4,5,1,10,3,43,7
10.1002-14651858.CD006043.pub2,15,1,12,8,59,21
10.1002-14651858.CD006457.pub2,18,2,20,4,49,21
10.1002-14651858.CD006216.pub2,16,0,11,6,59,26
10.1002-14651858.CD006268.pub2,13,1,24,9,57,26
10.1002-14651858.CD006305.pub2,11,1,11,5,44,9
10.1002-14651858.CD003164.pub2,17,0,23,14,41,19
10.1002-14651858.MR000002.pub3,9,0,19,11,55,12
10.1002-14651858.CD004571.pub2,13,2,21,11,53,17
10.1002-14651858.CD004568.pub3,9,5,22,14,36,23
10.1002-14651858.CD001690.pub2,12,2,20,4,38,17
10.1002-14651858.CD003534.pub3,14,2,15,9,71,11
10.1002-14651858.CD005124.pub2,6,2,16,9,45,14
10.1002-14651858.CD003005.pub2,9,2,25,3,51,11
10.1002-14651858.CD003008.pub3,16,1,7,8,46,21
10.1002-14651858.CD005400.pub3,13,2,12,5,35,5
10.1002-14651858.CD002969.pub2,7,1,38,22,81,31
10.1002-14651858.CD006438.pub2,21,3,18,4,42,26
10.1002-14651858.CD006856.pub2,18,5,13,5,40,20
10.1002-14651858.CD006858.pub2,17,5,18,6,46,21
10.1002-14651858.CD006859.pub2,14,2,16,3,39,17
10.1002-14651858.CD006852.pub2,9,1,10,5,39,13
10.1002-14651858.CD006279.pub2,13,2,19,5,49,12
10.1002-14651858.CD006286.pub2,15,6,17,13,70,29
10.1002-14651858.CD006294.pub2,8,1,12,4,43,18
10.1002-14651858.CD006297.pub2,14,1,19,5,48,10
10.1002-14651858.CD005601.pub2,34,2,24,10,51,23
10.1002-14651858.CD004183.pub3,11,4,14,5,50,13
10.1002-14651858.CD004812.pub3,10,8,28,15,64,29
10.1002-14651858.CD004573.pub3,16,0,20,7,43,20
10.1002-14651858.CD005579.pub2,20,3,16,10,45,12
10.1002-14651858.CD005390.pub2,14,5,13,5,46,11
10.1002-14651858.CD006152.pub2,11,1,11,12,60,10
10.1002-14651858.CD004885.pub2,13,2,16,11,56,22
10.1002-14651858.CD006408.pub2,5,1,18,6,36,25
10.1002-14651858.CD006496.pub2,10,0,18,12,40,19
10.1002-14651858.CD006481.pub2,10,0,17,1,47,24
10.1002-14651858.CD006445.pub2,14,1,14,9,49,24
10.1002-14651858.CD005244.pub3,25,2,18,8,76,31
10.1002-14651858.CD005401.pub3,14,3,18,12,57,18
10.1002-14651858.CD001027.pub2,14,2,21,2,68,25
10.1002-14651858.CD001824.pub3,15,2,19,10,49,17
10.1002-14651858.CD006076.pub2,13,1,15,7,41,20
10.1002-14651858.CD006064.pub2,8,4,8,8,23,17
10.1002-14651858.CD001815.pub2,17,1,14,6,54,25
10.1002-14651858.CD006277.pub2,14,2,13,3,36,15
10.1002-14651858.CD006363.pub2,22,3,22,17,73,13
10.1002-14651858.CD001535.pub2,10,2,17,4,44,25
10.1002-14651858.CD001340.pub2,10,1,17,4,56,9
10.1002-14651858.MR000009.pub4,13,1,17,20,52,14
10.1002-14651858.CD006617.pub3,7,0,16,18,68,10
10.1002-14651858.CD000193.pub3,17,1,13,7,49,8
10.1002-14651858.CD006753.pub2,11,0,12,6,28,17
10.1002-14651858.CD004809.pub3,8,4,21,12,52,20
10.1002-14651858.CD001230.pub2,33,15,63,37,165,70
10.1002-14651858.CD003892.pub3,19,0,18,9,46,19
10.1002-14651858.CD006801.pub2,11,1,19,3,38,20
10.1002-14651858.CD001539.pub2,5,12,20,20,63,10
10.1002-14651858.CD004737.pub2,12,2,13,6,49,22
10.1002-14651858.CD000337.pub2,17,4,20,6,50,20
10.1002-14651858.CD004230.pub2,11,1,22,7,55,16
10.1002-14651858.CD006593.pub2,10,0,14,4,52,19
10.1002-14651858.CD005954.pub2,11,1,17,4,59,10
10.1002-14651858.CD005952.pub2,8,1,15,7,43,19
10.1002-14651858.CD004424.pub2,10,1,17,11,44,12
10.1002-14651858.CD006836.pub2,7,2,17,4,43,27
10.1002-14651858.CD005976.pub2,8,1,10,7,54,15
10.1002-14651858.CD006860.pub2,21,6,18,7,45,23
10.1002-14651858.CD007091,21,1,19,4,54,16
10.1002-14651858.CD002807.pub3,13,1,18,7,59,19
10.1002-14651858.CD005604.pub3,15,1,11,8,60,13
10.1002-14651858.CD005521.pub2,16,1,12,0,55,9
10.1002-14651858.CD007008.pub2,10,0,26,6,40,21
10.1002-14651858.CD007031,21,3,19,12,77,19
10.1002-14651858.CD006140.pub2,21,0,16,2,49,21
10.1002-14651858.CD004957.pub3,7,3,25,6,42,27
10.1002-14651858.CD004992.pub3,17,2,31,7,79,31
10.1002-14651858.CD006039.pub4,10,2,16,11,45,22
10.1002-14651858.CD006564.pub2,12,0,29,6,45,13
10.1002-14651858.CD006369.pub2,22,0,20,27,111,29
10.1002-14651858.CD006358.pub2,19,4,27,9,48,10
10.1002-14651858.CD006040.pub2,18,1,10,7,60,20
10.1002-14651858.CD006017.pub2,17,0,21,6,95,23
10.1002-14651858.CD003432.pub2,20,1,19,3,45,16
10.1002-14651858.CD001823.pub3,18,1,19,13,42,23
10.1002-14651858.CD006217.pub2,13,3,18,13,57,13
10.1002-14651858.CD001429.pub2,13,3,24,10,68,25
10.1002-14651858.CD006722.pub2,26,1,20,9,47,19
10.1002-14651858.CD006792.pub2,19,0,21,3,63,23
10.1002-14651858.CD005592.pub2,22,2,28,7,80,26
10.1002-14651858.CD002772.pub3,13,1,12,8,63,17
10.1002-14651858.CD006693.pub2,12,1,10,12,46,15
10.1002-14651858.CD006739.pub2,18,2,22,2,57,16
10.1002-14651858.CD005131.pub2,11,1,15,2,43,15
10.1002-14651858.CD005107.pub4,12,1,18,10,44,7
10.1002-14651858.CD005169.pub2,20,2,20,4,41,17
10.1002-14651858.CD005288.pub3,16,3,18,0,52,15
10.1002-14651858.CD005278.pub3,16,2,8,10,62,12
10.1002-14651858.CD005443.pub2,6,1,10,6,34,8
10.1002-14651858.CD004465.pub2,14,0,11,8,36,10
10.1002-14651858.CD004413.pub2,17,4,20,20,55,16
10.1002-14651858.CD005536.pub2,8,2,16,9,70,14
10.1002-14651858.CD005589.pub2,27,3,22,9,82,16
10.1002-14651858.CD001187.pub3,13,3,12,10,40,9
10.1002-14651858.CD007002.pub2,13,1,24,7,37,22
10.1002-14651858.CD003297.pub2,27,2,29,11,73,26
10.1002-14651858.CD006090.pub2,6,2,14,10,51,12
10.1002-14651858.CD006398.pub2,16,2,20,10,92,21
10.1002-14651858.CD005989.pub2,15,1,17,9,38,8
10.1002-14651858.CD006855.pub2,22,3,16,9,41,24
10.1002-14651858.CD006893,18,2,23,4,76,24
10.1002-14651858.CD001765.pub3,25,0,18,3,42,14
10.1002-14651858.CD006971,17,1,14,5,73,24
10.1002-14651858.CD006264.pub2,12,1,15,15,66,17
10.1002-14651858.CD003205.pub2,20,1,19,3,44,13
10.1002-14651858.CD006957,12,1,21,5,49,15
10.1002-14651858.CD004473.pub2,9,0,10,5,44,17
10.1002-14651858.CD001703.pub3,15,2,13,13,49,18
10.1002-14651858.CD005045.pub2,9,1,18,13,59,20
10.1002-14651858.CD005377.pub2,7,0,11,13,38,9
10.1002-14651858.CD005649.pub2,13,1,24,16,50,12
10.1002-14651858.CD002822.pub3,11,0,18,9,47,19
10.1002-14651858.CD007005,11,0,26,9,56,14
10.1002-14651858.CD007006,11,2,18,8,27,27
10.1002-14651858.CD001155.pub2,15,0,21,9,48,24
10.1002-14651858.CD005509.pub2,17,4,15,5,61,14
10.1002-14651858.CD006695.pub2,11,2,16,11,51,15
10.1002-14651858.CD003653.pub3,16,0,17,7,38,13
10.1002-14651858.CD004935.pub2,10,0,18,4,59,33
10.1002-14651858.CD003376.pub3,17,0,14,3,47,20
10.1002-14651858.CD004946.pub2,10,4,15,3,50,14
10.1002-14651858.CD000480.pub2,8,0,13,7,27,10
10.1002-14651858.CD006181.pub2,11,0,21,8,46,21
10.1002-14651858.CD006179.pub2,14,5,14,4,56,13
10.1002-14651858.CD005203.pub2,17,7,15,9,68,17
10.1002-14651858.CD004132.pub2,8,2,11,14,40,11
10.1002-14651858.CD002977.pub2,14,0,18,9,67,24
10.1002-14651858.CD000038.pub2,10,4,15,7,60,20
10.1002-14651858.CD004333.pub3,18,3,29,15,60,20
10.1002-14651858.CD003548.pub4,19,1,19,5,56,25
10.1002-14651858.CD000396.pub3,26,0,17,10,44,10
10.1002-14651858.CD004057.pub3,24,0,13,7,40,25
10.1002-14651858.CD004930.pub3,17,4,21,0,42,15
10.1002-14651858.CD006395.pub2,11,1,14,3,47,17
10.1002-14651858.CD006061.pub2,15,2,14,9,58,16
10.1002-14651858.CD006071.pub2,11,1,22,7,53,19
10.1002-14651858.CD006052.pub2,11,1,15,8,43,17
10.1002-14651858.CD006522.pub2,6,1,16,3,37,26
10.1002-14651858.CD004853.pub2,15,1,13,7,51,12
10.1002-14651858.CD003122.pub2,18,7,26,9,88,32
10.1002-14651858.CD006315.pub2,9,0,12,6,34,16
10.1002-14651858.CD003682.pub2,8,1,5,3,23,10
10.1002-14651858.CD003724.pub3,17,1,24,7,63,8
10.1002-14651858.MR000023.pub3,9,2,20,7,20,4
10.1002-14651858.CD004611.pub2,12,0,9,2,38,17
10.1002-14651858.CD004024.pub2,15,0,18,7,54,19
10.1002-14651858.CD006686.pub2,20,2,18,7,43,19
10.1002-14651858.CD004725.pub2,12,4,14,6,27,15
10.1002-14651858.CD003522.pub2,16,1,18,10,47,12
10.1002-14651858.CD006714.pub2,11,0,20,9,41,22
10.1002-14651858.CD004662.pub2,4,2,13,5,37,16
10.1002-14651858.CD004227.pub3,7,2,21,5,40,9
10.1002-14651858.CD005171.pub2,19,0,17,9,54,24
10.1002-14651858.CD005177.pub2,27,2,25,19,65,18
10.1002-14651858.CD005118.pub2,6,1,24,7,42,14
10.1002-14651858.CD005283.pub2,14,0,9,6,61,11
10.1002-14651858.CD004278.pub2,16,0,18,22,41,9
10.1002-14651858.CD004212.pub3,17,4,21,5,47,23
10.1002-14651858.CD005312.pub2,18,0,15,9,48,17
10.1002-14651858.CD005317.pub2,23,1,23,6,47,22
10.1002-14651858.CD002942.pub2,18,7,17,9,49,19
10.1002-14651858.CD003786.pub2,19,2,22,11,44,13
10.1002-14651858.CD006233.pub2,9,1,21,6,57,9
10.1002-14651858.CD005986.pub2,12,2,9,2,32,16
10.1002-14651858.CD006099.pub2,29,2,27,5,68,39
10.1002-14651858.CD000068.pub2,14,0,18,7,49,16
10.1002-14651858.CD003805.pub2,8,0,14,3,49,7
10.1002-14651858.CD006867,11,1,15,8,49,13
10.1002-14651858.CD001779.pub2,14,2,5,3,32,12
10.1002-14651858.CD006864,10,1,25,9,69,30
10.1002-14651858.CD006863,8,0,7,1,35,12
10.1002-14651858.CD002258.pub2,10,2,14,13,60,13
10.1002-14651858.CD004581.pub2,8,2,14,9,37,19
10.1002-14651858.CD001943.pub2,11,3,10,20,37,5
10.1002-14651858.CD001832.pub3,10,3,20,4,51,21
10.1002-14651858.CD003190.pub4,18,0,19,6,43,15
10.1002-14651858.CD005650.pub2,23,2,19,7,59,16
10.1002-14651858.CD004160.pub3,12,2,14,14,38,12
10.1002-14651858.CD005648.pub2,17,1,20,4,43,26
10.1002-14651858.CD005514.pub2,23,9,15,9,54,24
10.1002-14651858.CD003634.pub2,4,1,18,9,55,20
10.1002-14651858.CD004572.pub2,16,4,24,9,61,21
10.1002-14651858.CD006154.pub2,8,2,19,12,53,19
10.1002-14651858.CD006116.pub2,15,0,18,5,48,16
10.1002-14651858.CD004862.pub2,5,6,10,7,32,11
10.1002-14651858.CD000498.pub2,18,4,15,2,47,17
10.1002-14651858.CD006427.pub2,11,1,10,1,27,4
10.1002-14651858.CD006475.pub2,17,3,20,8,58,22
10.1002-14651858.CD006184.pub2,12,4,10,7,48,9
10.1002-14651858.CD006113.pub2,26,3,26,10,61,37
10.1002-14651858.CD003063.pub3,15,0,29,5,97,73
10.1002-14651858.CD005224.pub2,9,0,21,7,59,17
10.1002-14651858.CD005462.pub2,2,4,13,8,33,18
10.1002-14651858.CD002181.pub2,10,3,19,5,65,19
10.1002-14651858.CD003421.pub4,12,2,8,6,49,19
10.1002-14651858.CD003960.pub3,26,1,28,14,97,30
10.1002-14651858.CD005009.pub2,15,1,21,3,41,14
10.1002-14651858.CD003905.pub3,9,0,10,4,53,14
10.1002-14651858.CD006372.pub2,11,2,15,14,46,16
10.1002-14651858.CD003290.pub2,9,2,8,11,38,8
10.1002-14651858.CD006069.pub3,24,2,24,12,61,11
10.1002-14651858.CD006072.pub2,15,2,24,8,52,35
10.1002-14651858.CD006520.pub2,17,1,22,2,47,18
10.1002-14651858.CD006227.pub2,15,1,18,8,40,19
10.1002-14651858.CD003237.pub2,17,2,18,6,25,19
10.1002-14651858.CD003167.pub3,8,3,25,8,53,22
10.1002-14651858.CD003181.pub2,12,0,21,4,57,25
10.1002-14651858.CD006164.pub2,11,1,18,4,67,21
10.1002-14651858.CD003620.pub3,14,2,34,2,37,12
10.1002-14651858.CD000409.pub2,15,1,22,20,61,17
10.1002-14651858.CD004697.pub3,14,4,13,7,49,17
10.1002-14651858.CD000123.pub2,6,2,16,6,57,11
10.1002-14651858.CD005500.pub2,10,0,17,5,45,8
10.1002-14651858.CD002310.pub4,11,0,25,6,53,14
10.1002-14651858.CD005108.pub2,11,3,23,9,64,27
10.1002-14651858.CD005324.pub2,10,1,20,2,49,14
10.1002-14651858.CD005159.pub2,11,2,16,7,48,15
10.1002-14651858.CD005421.pub2,15,4,20,12,40,26
10.1002-14651858.CD005114.pub2,7,1,13,7,51,15
10.1002-14651858.CD005167.pub2,18,4,20,11,50,17
10.1002-14651858.CD005110.pub2,16,1,18,2,44,13
10.1002-14651858.CD005275.pub2,10,0,23,10,38,27
10.1002-14651858.CD001063.pub3,14,4,25,8,56,23
10.1002-14651858.CD005414.pub2,8,1,11,4,63,9
10.1002-14651858.CD003982.pub2,23,3,19,12,86,17
10.1002-14651858.CD005347.pub3,18,1,18,9,55,16
10.1002-14651858.CD005454.pub2,29,4,20,10,70,13
10.1002-14651858.CD006232.pub2,6,0,15,9,37,20
10.1002-14651858.CD003494.pub2,19,3,14,13,42,22
10.1002-14651858.CD001820.pub3,11,2,13,11,59,19
10.1002-14651858.CD004440.pub2,19,3,20,8,46,16
10.1002-14651858.CD004404.pub3,11,0,20,4,41,10
10.1002-14651858.CD002248.pub3,6,9,17,5,49,28
10.1002-14651858.CD003773.pub3,11,3,13,5,48,12
10.1002-14651858.CD004487.pub2,16,1,22,10,57,10
10.1002-14651858.CD000277.pub3,18,3,18,5,46,17
10.1002-14651858.CD002739.pub3,7,0,12,2,55,24
10.1002-14651858.CD001434.pub2,10,4,16,7,43,16
10.1002-14651858.CD002806.pub2,18,0,16,13,60,36
10.1002-14651858.CD005526.pub2,8,1,22,9,34,17
10.1002-14651858.CD002869.pub2,13,3,29,8,55,25
10.1002-14651858.CD005588.pub2,17,3,17,3,37,15
10.1002-14651858.CD002813.pub2,16,4,25,13,53,16
10.1002-14651858.CD001153.pub2,13,3,29,6,43,12
10.1002-14651858.CD004186.pub2,23,0,24,6,72,15
10.1002-14651858.CD004913.pub2,17,0,22,7,49,17
10.1002-14651858.CD006157.pub2,17,2,17,9,60,9
10.1002-14651858.CD006443.pub2,23,4,14,5,40,10
10.1002-14651858.CD006194.pub2,16,2,15,4,42,38
10.1002-14651858.CD006186.pub2,7,0,25,5,53,12
10.1002-14651858.CD006197.pub2,8,1,10,9,34,11
10.1002-14651858.CD004929.pub3,12,2,17,7,54,15
10.1002-14651858.CD003419.pub2,10,1,13,6,41,30
10.1002-14651858.CD005202.pub2,10,0,12,5,53,16
10.1002-14651858.CD005213.pub2,12,5,14,20,44,15
10.1002-14651858.CD001017.pub2,23,3,27,8,61,13
10.1002-14651858.CD005239.pub2,13,1,12,9,60,16
10.1002-14651858.CD004338.pub3,15,4,14,4,52,22
10.1002-14651858.CD004097.pub4,13,0,17,8,46,12
10.1002-14651858.CD006373.pub2,17,4,16,8,59,18
10.1002-14651858.CD002030.pub3,14,0,7,8,61,18
10.1002-14651858.CD006001.pub2,11,1,20,4,43,8
10.1002-14651858.CD006000.pub2,12,1,14,3,28,16
10.1002-14651858.CD001944.pub2,11,3,13,19,53,7
10.1002-14651858.CD006011.pub2,9,2,11,7,55,23
10.1002-14651858.CD006063.pub2,12,4,11,5,53,12
10.1002-14651858.CD006048.pub2,9,0,14,9,50,20
10.1002-14651858.CD004825.pub2,15,2,26,10,104,41
10.1002-14651858.CD001825.pub2,11,1,13,5,33,19
10.1002-14651858.CD006240.pub2,7,0,14,3,26,16
10.1002-14651858.CD006218.pub2,11,0,17,3,32,7
10.1002-14651858.CD006309.pub2,10,1,21,10,50,21
10.1002-14651858.CD001310.pub2,15,2,12,8,34,24
10.1002-14651858.CD000195.pub2,14,2,13,4,50,21
10.1002-14651858.CD000270.pub2,7,1,11,11,56,17
10.1002-14651858.CD001326.pub2,20,0,23,4,56,17
10.1002-14651858.CD004763.pub2,16,2,13,7,72,32
10.1002-14651858.CD001281.pub2,13,1,19,9,48,18
10.1002-14651858.CD004027.pub2,11,0,14,13,52,12
10.1002-14651858.CD000155.pub2,10,0,19,3,43,20
10.1002-14651858.CD004565.pub2,14,2,32,19,73,32
10.1002-14651858.CD006728,20,1,17,5,48,21
10.1002-14651858.CD004651.pub3,14,1,13,10,48,28
10.1002-14651858.CD000320.pub2,16,0,21,5,35,16
10.1002-14651858.CD005105.pub2,8,4,22,5,42,10
10.1002-14651858.CD003000.pub2,13,1,13,8,60,43
10.1002-14651858.CD004263.pub2,10,0,24,5,41,12
10.1002-14651858.CD002216.pub2,14,1,9,12,68,17
10.1002-14651858.CD003836.pub2,17,0,8,4,53,13
10.1002-14651858.CD002214.pub3,23,1,24,8,58,11
10.1002-14651858.CD004585.pub2,8,0,12,7,42,16
10.1002-14651858.CD005002.pub2,12,0,9,3,61,14
10.1002-14651858.CD001554.pub2,8,4,15,4,46,38
10.1002-14651858.CD005372.pub2,16,1,25,2,71,16
10.1002-14651858.CD005646.pub2,7,2,25,7,55,20
10.1002-14651858.CD005645.pub2,11,0,21,7,44,10
10.1002-14651858.CD002755.pub2,19,4,40,17,86,29
10.1002-14651858.CD005541.pub2,2,0,10,3,27,7
10.1002-14651858.MR000010.pub3,12,6,9,14,53,13
10.1002-14651858.MR000021.pub3,17,5,20,4,56,20
10.1002-14651858.MR000003.pub2,11,2,17,2,43,14
10.1002-14651858.MR000016.pub3,11,4,17,12,67,24
10.1002-14651858.CD006149.pub2,7,1,14,6,42,11
10.1002-14651858.CD003338.pub3,12,1,28,8,43,15
10.1002-14651858.CD006490,15,3,22,11,37,16
10.1002-14651858.CD004987.pub2,25,1,20,6,40,22
10.1002-14651858.CD006003.pub2,11,1,18,7,39,12
10.1002-14651858.CD006036.pub2,17,2,33,10,65,40
10.1002-14651858.CD004921.pub2,10,4,22,9,52,14
10.1002-14651858.CD006515,14,3,13,5,53,14
10.1002-14651858.CD004059.pub3,10,2,26,9,49,23
10.1002-14651858.MR000001.pub2,16,5,11,9,73,3
10.1002-14651858.CD003480.pub3,15,6,24,8,89,34
10.1002-14651858.CD006261.pub2,7,4,14,16,40,17
10.1002-14651858.CD006365.pub2,8,1,17,15,39,10
10.1002-14651858.CD001350.pub4,13,1,13,10,52,18
10.1002-14651858.MR000011.pub2,21,4,11,17,68,17
10.1002-14651858.CD000380.pub2,13,0,16,6,44,22
10.1002-14651858.CD004099.pub2,14,5,22,9,58,15
10.1002-14651858.CD002765.pub3,16,2,11,2,55,24
10.1002-14651858.CD004808.pub3,10,10,27,14,62,32
10.1002-14651858.CD004400.pub3,11,1,11,6,37,15
10.1002-14651858.CD004654.pub2,9,3,15,7,51,13
10.1002-14651858.CD001406.pub2,23,5,12,9,34,17
10.1002-14651858.CD005190.pub2,10,6,12,8,46,17
10.1002-14651858.CD005129.pub2,8,0,19,3,46,16
10.1002-14651858.CD005382.pub2,16,1,15,7,24,13
10.1002-14651858.CD004215.pub2,13,3,12,11,42,21
10.1002-14651858.CD005478.pub2,7,0,22,7,53,16
10.1002-14651858.CD005333.pub2,16,1,17,7,40,20
10.1002-14651858.CD005497.pub2,2,6,24,10,45,23
10.1002-14651858.CD005434.pub2,4,0,13,7,23,14
10.1002-14651858.CD002945.pub2,18,2,23,6,54,14
10.1002-14651858.CD005450.pub2,8,5,13,7,42,17
10.1002-14651858.CD004295.pub3,9,2,11,5,45,13
10.1002-14651858.CD005955.pub2,11,1,22,6,46,23
10.1002-14651858.CD004451.pub2,13,3,17,13,46,12
10.1002-14651858.CD006230.pub2,8,1,9,3,22,7
10.1002-14651858.CD003758.pub2,15,0,20,9,63,27
10.1002-14651858.CD000069.pub2,13,1,14,7,45,15
10.1002-14651858.CD001718.pub2,20,1,23,12,60,23
10.1002-14651858.CD001710.pub2,14,4,14,20,41,8
10.1002-14651858.CD002187.pub3,18,0,10,5,58,23
10.1002-14651858.CD003807.pub3,17,2,18,7,57,23
10.1002-14651858.CD005948.pub2,9,1,21,4,65,24
10.1002-14651858.CD005945.pub2,11,1,21,3,43,19
10.1002-14651858.CD005994.pub2,15,3,25,7,58,20
10.1002-14651858.CD003760.pub3,9,0,21,9,48,15
10.1002-14651858.CD005941.pub2,8,2,16,5,42,11
10.1002-14651858.CD004518.pub2,18,1,17,5,45,12
10.1002-14651858.CD004597.pub2,13,0,13,5,51,10
10.1002-14651858.CD005090.pub2,17,3,18,4,53,16
10.1002-14651858.CD005029.pub2,20,6,28,2,45,10
10.1002-14651858.CD001216.pub2,9,2,21,11,51,18
10.1002-14651858.CD001890.pub3,14,2,18,11,62,22
10.1002-14651858.CD000324.pub2,12,2,23,2,46,23
10.1002-14651858.CD004163.pub2,19,5,22,13,70,17
10.1002-14651858.CD005378.pub2,13,4,25,15,45,20
10.1002-14651858.CD005574.pub2,14,1,20,1,57,31
10.1002-14651858.CD002835.pub3,42,7,37,18,129,33
10.1002-14651858.CD002818.pub2,11,0,18,8,54,8
10.1002-14651858.CD002829.pub4,15,3,18,8,44,18
10.1002-14651858.CD002819.pub2,9,0,15,11,48,12
10.1002-14651858.CD006160.pub2,6,1,7,11,24,7
10.1002-14651858.CD004931.pub2,21,1,15,5,56,18
10.1002-14651858.CD004932.pub2,16,3,15,7,64,35
10.1002-14651858.CD004994.pub2,11,1,15,5,40,11
10.1002-14651858.CD004996.pub3,10,2,26,11,54,19
10.1002-14651858.CD005148.pub2,10,2,19,9,40,21
10.1002-14651858.CD005040.pub2,17,3,12,2,44,9
10.1002-14651858.CD006346,7,1,10,8,45,16
10.1002-14651858.CD006356,23,3,25,5,74,23
10.1002-14651858.CD001848.pub4,14,0,22,2,55,18
10.1002-14651858.CD001936.pub2,13,1,17,10,57,24
10.1002-14651858.CD006050.pub2,22,3,26,4,53,16
10.1002-14651858.CD004854.pub2,13,2,22,3,48,20
10.1002-14651858.CD002090.pub2,8,3,13,5,60,19
10.1002-14651858.CD002083.pub2,9,3,19,21,46,15
10.1002-14651858.CD006329,12,0,10,18,54,14
10.1002-14651858.CD006333,12,2,26,14,51,10
10.1002-14651858.CD003163.pub4,12,2,20,6,41,8
10.1002-14651858.CD001385.pub2,29,2,29,20,93,22
10.1002-14651858.CD003515.pub2,11,3,11,8,27,6
10.1002-14651858.CD004761.pub2,15,2,20,9,44,12
10.1002-14651858.CD004782.pub2,13,6,7,6,40,7
10.1002-14651858.CD003887.pub2,15,1,12,4,58,16
10.1002-14651858.CD004647.pub2,10,2,16,7,49,23
10.1002-14651858.CD005946.pub2,5,0,19,3,48,25
10.1002-14651858.CD004676.pub2,20,7,20,11,45,9
10.1002-14651858.CD005164.pub2,6,2,18,9,37,17
10.1002-14651858.CD005165.pub2,5,6,16,6,30,12
10.1002-14651858.CD004273.pub2,19,9,23,17,71,27
10.1002-14651858.CD005488.pub2,9,0,10,3,32,17
10.1002-14651858.CD005486.pub2,11,0,20,5,55,15
10.1002-14651858.CD004364.pub2,10,2,21,2,49,18
10.1002-14651858.CD003781.pub2,14,0,18,8,61,22
10.1002-14651858.CD004515.pub2,21,1,26,2,41,11
10.1002-14651858.CD004401.pub2,11,7,15,8,47,16
10.1002-14651858.CD006257,16,1,21,4,55,6
10.1002-14651858.CD004480.pub2,10,1,16,5,40,9
10.1002-14651858.CD005962.pub2,12,1,11,11,51,16
10.1002-14651858.CD003741.pub4,19,4,29,3,62,35
10.1002-14651858.CD004510.pub3,29,4,24,20,63,20
10.1002-14651858.CD004474.pub2,6,0,17,6,42,11
10.1002-14651858.CD001708.pub2,15,3,18,3,47,21
10.1002-14651858.CD004592.pub2,16,1,14,2,51,12
10.1002-14651858.CD003770.pub3,15,2,11,4,43,16
10.1002-14651858.CD004175.pub2,14,2,10,9,55,19
10.1002-14651858.CD005543.pub2,6,1,15,4,53,9
10.1002-14651858.CD005546.pub2,6,3,7,10,26,17
10.1002-14651858.CD005383.pub2,19,2,14,4,66,10
10.1002-14651858.CD005393.pub2,28,2,20,14,73,14
10.1002-14651858.CD006162.pub2,16,4,19,4,50,15
10.1002-14651858.CD004889.pub2,4,1,20,7,45,22
10.1002-14651858.CD004869.pub2,12,1,19,6,47,31
10.1002-14651858.CD004989.pub2,11,2,29,9,48,17
10.1002-14651858.CD004999.pub2,10,1,13,0,25,18
10.1002-14651858.CD003492.pub2,15,1,18,5,46,18
10.1002-14651858.CD006189,13,3,27,4,56,17
10.1002-14651858.CD006175,9,3,16,9,47,10
10.1002-14651858.CD006199,11,1,17,6,53,15
10.1002-14651858.CD006129.pub2,15,4,13,10,39,10
10.1002-14651858.CD004974.pub2,21,4,13,7,52,11
10.1002-14651858.CD003045.pub2,12,3,17,2,38,9
10.1002-14651858.CD005326.pub3,15,3,23,5,58,31
10.1002-14651858.CD005473.pub2,15,2,13,2,65,31
10.1002-14651858.CD003727.pub3,6,0,10,14,31,16
10.1002-14651858.CD003489.pub2,5,0,12,8,36,6
10.1002-14651858.CD003817.pub3,9,1,10,5,46,9
10.1002-14651858.CD004329.pub2,17,0,14,3,51,5
10.1002-14651858.CD001948.pub2,9,4,11,14,42,14
10.1002-14651858.CD003299.pub2,15,1,29,16,47,23
10.1002-14651858.CD006060.pub2,13,3,11,5,50,13
10.1002-14651858.CD006062.pub2,13,1,14,7,38,21
10.1002-14651858.CD006019.pub2,22,3,50,10,90,27
10.1002-14651858.CD003438.pub2,9,4,34,9,68,33
10.1002-14651858.CD004856.pub2,14,1,27,8,52,27
10.1002-14651858.CD004890.pub2,11,0,16,4,46,26
